scientific_name,is_invasive,ph_source,inat_taxon_id,growth_rate_Rapid
Catalpa speciosa,0,species_exact,76158.0,True
Caucalis platycarpos,0,species_exact,160242.0,False
Caulerpa taxifolia,1,global_baseline,50919.0,False
Ceanothus xbakeri,0,genus_inferred,,False
Ceanothus delileanus,0,genus_inferred,,False
Ceanothus xflexilis,0,species_exact,,False
Ceanothus xlobbianus,0,genus_inferred,,False
Ceanothus xlorenzenii,0,genus_inferred,,False
Ceanothus xmendocinensis,0,genus_inferred,,False
Ceanothus pallidus,0,genus_inferred,,False
Ceanothus xrugosus,0,genus_inferred,,False
Ceanothus xserrulatus,0,genus_inferred,,False
Ceanothus xvanrensselaeri,0,genus_inferred,,False
Ceanothus xveitchianus,0,genus_inferred,,False
Ceanothus arboreus,0,genus_inferred,76168.0,False
Ceanothus cuneatus var. cuneatus,0,species_exact,,False
Ceanothus cyaneus,0,genus_inferred,76172.0,False
Ceanothus dentatus,0,genus_inferred,76173.0,False
Ceanothus dentatus var. floribundus,0,genus_inferred,,False
Ceanothus divergens,0,genus_inferred,68172.0,False
Ceanothus fendleri,0,genus_inferred,118571.0,False
Ceanothus ferrisiae,0,genus_inferred,76175.0,False
Ceanothus foliosus var. foliosus,0,genus_inferred,,False
Ceanothus fresnensis,0,species_exact,76176.0,False
Ceanothus gloriosus,0,species_exact,76177.0,False
Ceanothus greggii var. greggii,0,species_exact,,False
Ceanothus griseus,0,genus_inferred,160250.0,False
Ceanothus herbaceus,0,genus_inferred,128036.0,False
Ceanothus incanus,0,genus_inferred,76180.0,False
Ceanothus integerrimus,0,species_exact,62227.0,False
Ceanothus jepsonii,0,genus_inferred,63003.0,False
Ceanothus jepsonii var. jepsonii,0,genus_inferred,,False
Ceanothus leucodermis,0,genus_inferred,76182.0,False
Ceanothus maritimus,0,genus_inferred,76183.0,False
Ceanothus martinii,0,genus_inferred,,False
Ceanothus masonii,0,genus_inferred,76184.0,False
Ceanothus megacarpus,0,species_exact,76185.0,False
Ceanothus microphyllus,0,genus_inferred,160252.0,False
Ceanothus ophiochilus,0,genus_inferred,76186.0,False
Ceanothus papillosus var. papillosus,0,genus_inferred,,False
Ceanothus xregius,0,genus_inferred,,False
Ceanothus parryi,0,genus_inferred,64588.0,False
Ceanothus parvifolius,0,genus_inferred,76189.0,False
Ceanothus pinetorum,0,genus_inferred,76191.0,False
Ceanothus prostratus,0,species_exact,76192.0,False
Ceanothus divergens subsp. occidentalis,0,genus_inferred,,False
Ceanothus xhumboldtensis,0,genus_inferred,,False
Ceanothus purpureus,0,genus_inferred,76194.0,False
Ceanothus roderickii,0,genus_inferred,76196.0,False
Ceanothus serpyllifolius,0,genus_inferred,160253.0,False
Ceanothus sonomensis,0,genus_inferred,76198.0,False
Ceanothus oliganthus subsp. sorediatus,0,genus_inferred,,False
Ceanothus spinosus,0,genus_inferred,64126.0,False
Ceanothus tomentosus subsp. olivaceus,0,genus_inferred,,False
Ceanothus velutinus,0,species_exact,64043.0,False
Ceanothus velutinus var. velutinus,0,genus_inferred,,False
Cecropia schreberiana,0,species_exact,133669.0,True
Cedrus deodara,1,species_exact,69820.0,True
Cedrus libani,0,species_exact,136150.0,False
Celastrus scandens,0,species_exact,64538.0,True
Celosia argentea,1,global_baseline,160259.0,False
Celtis australis,1,species_exact,76202.0,False
Celtis iguanaea,0,species_exact,160264.0,False
Celtis laevigata,0,species_exact,81792.0,False
Celtis occidentalis,0,species_exact,54857.0,True
Cenchrus biflorus,1,global_baseline,147004.0,False
Pennisetum ciliare var. setiger,0,species_exact,,True
Centaurea xmoncktonii,0,genus_inferred,,False
Centaurea aspera,0,species_exact,71180.0,False
Centaurea bovina,0,genus_inferred,,False
Centaurea cyanus,0,species_exact,,False
Centaurea debeauxii,0,genus_inferred,160274.0,False
Centaurea depressa,0,genus_inferred,,False
Centaurea diluta,0,genus_inferred,76211.0,False
Centaurea iberica,0,genus_inferred,76212.0,False
Centaurea jacea,0,species_exact,55713.0,False
Centaurea macrocephala,0,genus_inferred,160276.0,False
Centaurea melitensis,1,genus_inferred,57922.0,False
Centaurea nigrescens,0,species_exact,160277.0,False
Centaurea orientalis,0,genus_inferred,,False
Centaurea besseriana,0,genus_inferred,,False
Centaurea phrygia,0,genus_inferred,160279.0,False
Centaurea scabiosa,0,species_exact,84344.0,False
Centaurea solstitialis,1,species_exact,52588.0,False
Centaurea trichocephala,0,genus_inferred,160281.0,False
Centaurea triumfettii,0,genus_inferred,160282.0,False
Centaurium erythraea,0,species_exact,56236.0,False
Centaurium littorale,0,species_exact,245741.0,False
Centaurium pulchellum,0,species_exact,76217.0,False
Schenkia spicata,0,species_exact,204408.0,False
Centaurium tenuiflorum,0,species_exact,61027.0,False
Cephalaria syriaca,0,species_exact,160303.0,False
Cephalotaxus harringtonia,0,species_exact,142793.0,False
Cerastium aleuticum,0,genus_inferred,160329.0,False
Cerastium alpinum,0,species_exact,144185.0,False
Cerastium arcticum,0,genus_inferred,,False
Cerastium arvense,0,species_exact,50851.0,False
Cerastium viride,0,genus_inferred,60989.0,False
Cerastium latifolium,0,genus_inferred,,False
Cerastium arvense ssp velutinum var velutinum,0,genus_inferred,,False
Cerastium velutinum,0,genus_inferred,,False
Cerastium arvense ssp velutinum var villosum,0,genus_inferred,,False
Cerastium axillare,0,genus_inferred,160330.0,False
Cerastium beeringianum,0,genus_inferred,76218.0,False
Cerastium beeringianum ssp beeringianum var beeringianum,0,genus_inferred,,False
Cerastium beeringianum ssp beeringianum var grandiflorum,0,genus_inferred,,False
Cerastium beeringianum subsp. earlei,0,genus_inferred,,False
Cerastium biebersteinii,0,genus_inferred,160331.0,False
Cerastium brachypetalum,0,genus_inferred,160332.0,False
Cerastium brachypetalum subsp. brachypetalum,0,genus_inferred,,False
Cerastium brachypetalum subsp. tauricum,0,genus_inferred,,False
Cerastium brachypodum,0,genus_inferred,160333.0,False
Cerastium siculum,0,genus_inferred,160344.0,False
Cerastium diffusum,0,genus_inferred,76220.0,False
Cerastium fischerianum,0,genus_inferred,160336.0,False
Cerastium fontanum,0,species_exact,53307.0,False
Cerastium fontanum subsp. fontanum,0,genus_inferred,,False
Cerastium holosteoides,0,genus_inferred,,False
Cerastium triviale,0,genus_inferred,,False
Cerastium glomeratum,0,species_exact,52973.0,False
Cerastium gracile,0,genus_inferred,160337.0,False
Cerastium maximum,0,genus_inferred,160339.0,False
Cerastium nutans,0,genus_inferred,53308.0,False
Cerastium nutans var. nutans,0,genus_inferred,,False
Cerastium regelii,0,genus_inferred,160342.0,False
Cerastium semidecandrum,0,genus_inferred,160343.0,False
Cerastium terrae novae,0,genus_inferred,,False
Cerastium beeringianum ssp terrae novae,0,genus_inferred,,False
Cerastium texanum,0,genus_inferred,160346.0,False
Ceratonia siliqua,0,species_exact,82742.0,False
Ceratophyllum demersum,1,species_exact,60997.0,True
Ceratophyllum submersum,0,species_exact,,False
Ceratopteris thalictroides,1,global_baseline,160357.0,False
Cercis canadensis,0,species_exact,48502.0,False
Cercis canadensis var. canadensis,0,species_exact,,False
Cercocarpus intricatus,0,species_exact,149005.0,False
Cercocarpus ledifolius,0,species_exact,76221.0,False
Cercocarpus ledifolius var. ledifolius,0,species_exact,,False
Cercocarpus montanus var. blancheae,0,species_exact,,False
Cercocarpus betuloides var. betuloides,0,genus_inferred,,False
Cercocarpus montanus var. montanus,0,species_exact,,False
Cerinthe major,0,species_exact,59265.0,False
Cestrum aurantiacum,1,global_baseline,160361.0,False
Chaenactis douglasii,0,species_exact,62682.0,False
Chaenactis douglasii var. douglasii,0,species_exact,,False
Chaenactis douglasii var. rubricaulis,0,species_exact,,False
Chaenactis douglasii var. typicus,0,species_exact,,False
Chaenomeles japonica,0,species_exact,61236.0,True
Chaerophyllum aromaticum,0,genus_inferred,,False
Chaerophyllum bulbosum,0,species_exact,54898.0,False
Chaerophyllum procumbens,0,genus_inferred,128039.0,False
Chamaebatiaria millefolium,0,species_exact,76236.0,False
Chamaecrista fasciculata,0,species_exact,127907.0,True
Chamaecyparis lawsoniana,0,species_exact,76237.0,False
Chamaecyparis thyoides,0,species_exact,69756.0,False
Cytisus proliferus,0,genus_inferred,,False
Chamaedaphne calyculata,0,species_exact,132767.0,False
Chamaemelum fuscatum,0,species_exact,76238.0,False
Chamaemelum nobile,0,species_exact,143243.0,False
Chamaerops humilis,0,species_exact,132759.0,False
Euphorbia abramsiana,0,genus_inferred,,False
Euphorbia albomarginata,0,genus_inferred,148406.0,False
Euphorbia angusta,0,genus_inferred,,False
Euphorbia arizonica,0,genus_inferred,,False
Euphorbia arnottiana,0,genus_inferred,,False
Euphorbia astyla,0,genus_inferred,,False
Euphorbia atrococca,0,genus_inferred,,False
Euphorbia blodgettii,0,genus_inferred,131558.0,False
Euphorbia chiogenes,0,genus_inferred,,False
Euphorbia bombensis,0,genus_inferred,131559.0,False
Euphorbia capitellata,0,genus_inferred,,False
Euphorbia carunculata,0,genus_inferred,,False
Euphorbia chamissonis,0,genus_inferred,,False
Euphorbia clusiifolia,0,genus_inferred,,False
Euphorbia conferta,0,genus_inferred,,False
Euphorbia cumulicola,0,genus_inferred,,False
Euphorbia deltoidea,0,genus_inferred,,False
Euphorbia fendleri,0,genus_inferred,148407.0,False
Euphorbia florida,0,genus_inferred,,False
Euphorbia garberi,0,genus_inferred,,False
Euphorbia golondrina,0,genus_inferred,,False
Euphorbia gracillima,0,genus_inferred,,False
Euphorbia halemanui,0,genus_inferred,,False
Euphorbia herbstii,0,genus_inferred,,False
Euphorbia hirta,0,genus_inferred,131560.0,False
Euphorbia hooveri,0,genus_inferred,,False
Euphorbia humistrata,0,genus_inferred,200051.0,False
Euphorbia hyssopifolia,0,genus_inferred,131561.0,False
Euphorbia jejuna,0,genus_inferred,,False
Euphorbia lata,0,genus_inferred,,False
Euphorbia rayturneri,0,genus_inferred,,False
Euphorbia mendezii,0,genus_inferred,,False
Euphorbia mesembrianthemifolia,0,genus_inferred,,False
Euphorbia micromera,0,genus_inferred,148408.0,False
Euphorbia hillebrandii,0,genus_inferred,,False
Euphorbia ocellata,0,genus_inferred,,False
Euphorbia olowaluana,0,genus_inferred,,False
Euphorbia ophthalmica,0,genus_inferred,131563.0,False
Euphorbia parishii,0,genus_inferred,,False
Euphorbia parryi,0,genus_inferred,148411.0,False
Euphorbia perennans,0,genus_inferred,,False
Euphorbia platysperma,0,genus_inferred,,False
Euphorbia polygonifolia,0,genus_inferred,203695.0,False
Euphorbia porteriana,0,genus_inferred,,False
Euphorbia remyi,0,genus_inferred,,False
Euphorbia serpyllifolia var. hirtella,0,genus_inferred,,False
Euphorbia serpyllifolia,0,genus_inferred,,False
Euphorbia serrula,0,genus_inferred,,False
Euphorbia setiloba,0,genus_inferred,,False
Euphorbia skottsbergii,0,genus_inferred,,False
Euphorbia sparsiflora,0,genus_inferred,,False
Euphorbia stictospora,0,genus_inferred,,False
Euphorbia theriaca,0,genus_inferred,,False
Euphorbia torralbasii,0,genus_inferred,,False
Euphorbia trachysperma,0,genus_inferred,,False
Euphorbia garkeana,0,genus_inferred,,False
Euphorbia vallis mortae,0,genus_inferred,,False
Epilobium angustifolium,0,species_exact,,False
Epilobium latifolium,0,genus_inferred,,False
Chasmanthium latifolium,0,species_exact,84364.0,False
Chasmanthium laxum,0,species_exact,160463.0,False
Chenopodium xvariabile,0,genus_inferred,,False
Chenopodium xcovillei,0,genus_inferred,,False
Chenopodium xvariabile var. murrii,0,genus_inferred,,False
Chenopodium album,1,species_exact,58127.0,False
Chenopodium album var. lanceolatum,0,genus_inferred,,False
Chenopodium giganteum,0,species_exact,208769.0,False
Chenopodium suecicum,0,species_exact,,False
Chenopodium atrovirens,0,genus_inferred,76270.0,False
Chenopodium berlandieri var. berlandieri,0,genus_inferred,,False
Chenopodium acerifolium,0,genus_inferred,,False
Chenopodium berlandieri subsp. zschackii,0,genus_inferred,,False
Blitum capitatum,0,species_exact,,False
Chenopodium carnosulum,0,genus_inferred,160497.0,False
Chenopodium cycloides,0,genus_inferred,160498.0,False
Chenopodium ficifolium,0,species_exact,160499.0,False
Chenopodium foggii,0,genus_inferred,160500.0,False
Blitum virgatum,0,species_exact,,False
Chenopodium fremontii,0,genus_inferred,76274.0,False
Chenopodium gaudichaudianum,0,genus_inferred,,False
Chenopodium hians,0,genus_inferred,76276.0,False
Chenopodium hircinum,0,genus_inferred,160502.0,False
Chenopodium incanum,0,genus_inferred,76277.0,False
Chenopodium incanum var. incanum,0,genus_inferred,,False
Chenopodium littoreum,0,genus_inferred,76279.0,False
Chenopodium macrospermum var. farinosum,0,genus_inferred,,False
Chenopodium farinosum,0,genus_inferred,,False
Chenopodium neomexicanum,0,genus_inferred,160505.0,False
Chenopodium neomexicanum var. neomexicanum,0,genus_inferred,,False
Chenopodium nevadense,0,genus_inferred,76282.0,False
Chenopodium oahuense,0,genus_inferred,160506.0,False
Chenopodium oahuense var. discospermum,0,genus_inferred,,False
Chenopodium opulifolium,0,species_exact,160507.0,False
Chenopodium pallescens,0,genus_inferred,160509.0,False
Chenopodium pallidicaule,0,genus_inferred,,False
Chenopodium albescens,0,genus_inferred,160494.0,False
Chenopodium quinoa,0,genus_inferred,122848.0,False
Chenopodium standleyanum,0,genus_inferred,160511.0,False
Chenopodium subglabrum,0,genus_inferred,160512.0,False
Chenopodium watsonii,0,genus_inferred,76289.0,False
Chilopsis linearis,0,species_exact,76290.0,True
Chimaphila maculata,0,species_exact,82358.0,False
Chimaphila umbellata,0,species_exact,62236.0,False
Scilla luciliae,0,genus_inferred,244100.0,False
Chloris gayana,1,species_exact,76292.0,False
Choisya dumosa var. dumosa,0,species_exact,,False
Chondrilla juncea,1,species_exact,76300.0,False
Chromolaena odorata,1,global_baseline,199400.0,False
Croton tinctoria,0,genus_inferred,,False
Tanacetum cinerariifolium,0,genus_inferred,,False
Chrysolepis sempervirens,0,species_exact,53386.0,False
Chrysothamnus depressus,0,genus_inferred,76326.0,False
Chrysothamnus eremobius,0,genus_inferred,160566.0,False
Chrysothamnus greenei,0,genus_inferred,76327.0,False
Chrysothamnus humilis,0,species_exact,76328.0,False
Lorandersonia linifolia,0,species_exact,,False
Chrysothamnus vaseyi,0,genus_inferred,160570.0,False
Chrysothamnus viscidiflorus,0,species_exact,76329.0,False
Chrysothamnus viscidiflorus ssp viscidiflorus var latifolius,0,species_exact,,False
Chrysothamnus viscidiflorus ssp viscidiflorus var stenophyllus,0,species_exact,,False
Chrysothamnus viscidiflorus ssp viscidiflorus var viscidiflorus,0,species_exact,,False
Chrysothamnus viscidiflorus subsp. typicus,0,species_exact,,False
Cibotium chamissoi,0,species_exact,160571.0,False
Cibotium glaucum,0,species_exact,84359.0,False
Cichorium endivia,0,species_exact,160574.0,False
Cichorium intybus,1,species_exact,52913.0,True
Cichorium intybus var. sativum,0,species_exact,,True
Cicuta virosa,0,species_exact,160575.0,False
Cinchona calisaya,1,global_baseline,786458.0,False
Cinchona pubescens,1,global_baseline,160578.0,False
Cinna latifolia,0,species_exact,76340.0,False
Circaea alpina subsp. alpina,0,species_exact,,False
Circaea lutetiana,0,species_exact,51843.0,False
Cirsium × canalense,0,genus_inferred,,False
Cirsium crassum,0,genus_inferred,,False
Cirsium vancouverense,0,genus_inferred,,False
Cirsium altissimum,0,species_exact,152132.0,False
Cirsium andersonii,0,genus_inferred,69971.0,False
Cirsium andrewsii,0,genus_inferred,55294.0,False
Cirsium arizonicum,0,genus_inferred,76343.0,False
Cirsium arizonicum var. arizonicum,0,genus_inferred,,False
Cirsium barnebyi,0,genus_inferred,160590.0,False
Cirsium brevifolium,0,genus_inferred,160591.0,False
Cirsium brevistylum,0,genus_inferred,52993.0,False
Carduus truncatus,0,genus_inferred,,False
Cirsium canescens,0,genus_inferred,76344.0,False
Cirsium canum,0,species_exact,160594.0,False
Cirsium carolinianum,0,genus_inferred,129675.0,False
Cirsium ciliolatum,0,genus_inferred,76345.0,False
Cirsium clavatum,0,genus_inferred,160597.0,False
Cirsium crassicaule,0,genus_inferred,76346.0,False
Cirsium cymosum,0,genus_inferred,76347.0,False
Cirsium douglasii,0,genus_inferred,76348.0,False
Cirsium douglasii var. douglasii,0,genus_inferred,,False
Cirsium drummondii,0,genus_inferred,160599.0,False
Cirsium eatonii,0,genus_inferred,160600.0,False
Cirsium eriocephalum var. leiocephalum,0,genus_inferred,,False
Cirsium hookerianum var. eriocephalum,0,genus_inferred,,False
Cirsium edule,0,genus_inferred,143675.0,False
Cirsium engelmannii,0,genus_inferred,160601.0,False
Cirsium terraenigrae,0,genus_inferred,,False
Cirsium foliosum,0,species_exact,160603.0,True
Cirsium fontinale,0,genus_inferred,56866.0,False
Cirsium fontinale var. fontinale,0,genus_inferred,,False
Cirsium grahamii,0,genus_inferred,160605.0,False
Cirsium heterophyllum,0,species_exact,,False
Cirsium hookerianum,0,genus_inferred,160608.0,False
Cirsium horridulum,0,genus_inferred,127269.0,False
Cirsium horridulum var. horridulum,0,genus_inferred,,False
Cirsium spinosissimum,0,species_exact,131143.0,False
Cirsium hydrophilum,0,genus_inferred,76349.0,False
Cirsium hydrophilum var. hydrophilum,0,genus_inferred,,False
Cirsium japonicum,0,genus_inferred,,False
Cirsium kamtschaticum,0,genus_inferred,160611.0,False
Cirsium lecontei,0,genus_inferred,160613.0,False
Cirsium longistylum,0,genus_inferred,160615.0,False
Cirsium mexicanum,0,genus_inferred,,False
Cirsium mohavense,0,genus_inferred,76351.0,False
Cirsium neomexicanum,0,genus_inferred,76352.0,False
Cirsium neomexicanum var. neomexicanum,0,genus_inferred,,False
Cirsium nuttallii,0,genus_inferred,129194.0,False
Cirsium occidentale,0,genus_inferred,52621.0,False
Cirsium californicum subsp. pseudoreglense,0,genus_inferred,,False
Cirsium occidentale var. occidentale,0,genus_inferred,,False
Cirsium ochrocentrum,0,genus_inferred,76353.0,False
Cirsium ochrocentrum subsp. ochrocentrum,0,genus_inferred,,False
Cirsium ownbeyi,0,genus_inferred,160621.0,False
Cirsium parryi,0,species_exact,160624.0,False
Cirsium parryi subsp. parryi,0,species_exact,,False
Cirsium pitcheri,0,genus_inferred,81602.0,False
Cirsium praeteriens,0,genus_inferred,76354.0,False
Cirsium pulcherrimum,0,genus_inferred,160627.0,False
Cirsium pumilum,0,genus_inferred,160628.0,False
Cirsium pyrenaicum,0,genus_inferred,,False
Cirsium quercetorum,0,genus_inferred,60954.0,False
Cirsium quercetorum var. mendocinum,0,genus_inferred,,False
Cirsium quercetorum var. quercetorum,0,genus_inferred,,False
Cirsium remotifolium,0,genus_inferred,76355.0,False
Cirsium mendocinum,0,genus_inferred,,False
Cirsium repandum,0,genus_inferred,130040.0,False
Cirsium rydbergii,0,genus_inferred,160631.0,False
Cirsium scabrum,0,species_exact,,False
Cirsium scariosum,0,genus_inferred,76357.0,False
Cirsium scariosum var. scariosum,0,genus_inferred,,False
Carduus nevadensis,0,genus_inferred,,False
Cirsium texanum,0,genus_inferred,128152.0,False
Cirsium turneri,0,genus_inferred,160636.0,False
Cirsium undulatum,0,genus_inferred,76358.0,False
Cirsium tracyi,0,genus_inferred,,False
Cirsium undulatum var. undulatum,0,genus_inferred,,False
Cirsium validus,0,genus_inferred,,False
Cirsium vinaceum,0,genus_inferred,160638.0,False
Cirsium vulgare,1,species_exact,52989.0,False
Cirsium wheeleri,0,genus_inferred,160641.0,False
Cirsium wrightii,0,genus_inferred,160642.0,False
Cistus xpurpureus,0,genus_inferred,,False
Cistus creticus,0,species_exact,64318.0,False
Cistus monspeliensis,0,species_exact,76363.0,False
Cistus salviifolius,0,species_exact,76365.0,False
Citrus taitensis,0,species_exact,,False
Citrus medica,1,global_baseline,123356.0,False
Clarkia amoena,0,genus_inferred,61048.0,False
Clarkia amoena subsp. amoena,0,genus_inferred,,False
Clarkia biloba,0,genus_inferred,51853.0,False
Clarkia biloba subsp. biloba,0,genus_inferred,,False
Clarkia biloba subsp. brandegeeae,0,genus_inferred,,False
Clarkia borealis,0,genus_inferred,76368.0,False
Clarkia borealis subsp. borealis,0,genus_inferred,,False
Clarkia bottae,0,genus_inferred,76369.0,False
Clarkia concinna,0,genus_inferred,51854.0,False
Clarkia concinna subsp. concinna,0,genus_inferred,,False
Clarkia cylindrica subsp. cylindrica,0,genus_inferred,,False
Clarkia davyi,0,genus_inferred,61051.0,False
Clarkia dudleyana,0,genus_inferred,60601.0,False
Clarkia epilobioides,0,genus_inferred,58945.0,False
Clarkia exilis,0,genus_inferred,76371.0,False
Clarkia gracilis,0,species_exact,61895.0,True
Clarkia gracilis subsp. gracilis,0,species_exact,,True
Clarkia heterandra,0,genus_inferred,76372.0,False
Clarkia jolonensis,0,genus_inferred,76374.0,False
Clarkia lingulata,0,genus_inferred,76377.0,False
Clarkia mildrediae,0,genus_inferred,76378.0,False
Clarkia mildrediae subsp. mildrediae,0,genus_inferred,,False
Clarkia mosquinii,0,genus_inferred,76379.0,False
Clarkia prostrata,0,genus_inferred,76380.0,False
Clarkia purpurea,0,genus_inferred,51087.0,False
Clarkia purpurea subsp. purpurea,0,genus_inferred,,False
Clarkia rostrata,0,genus_inferred,60087.0,False
Clarkia similis,0,genus_inferred,58947.0,False
Clarkia speciosa,0,genus_inferred,76381.0,False
Clarkia stellata,0,genus_inferred,76383.0,False
Clarkia tembloriensis,0,genus_inferred,58220.0,False
Clarkia tembloriensis subsp. tembloriensis,0,genus_inferred,,False
Clarkia virgata,0,genus_inferred,76384.0,False
Clarkia xantiana,0,genus_inferred,76385.0,False
Clarkia xantiana subsp. xantiana,0,genus_inferred,,False
Claytonia caroliniana var. spathulifolia,0,genus_inferred,,False
Claytonia cordifolia,0,genus_inferred,76386.0,False
Claytonia exigua,0,genus_inferred,57233.0,False
Claytonia exigua subsp. exigua,0,genus_inferred,,False
Claytonia gypsophiloides,0,genus_inferred,55344.0,False
Claytonia heterophylla,0,genus_inferred,,False
Claytonia nevadensis,0,genus_inferred,76388.0,False
Claytonia ogilviensis,0,genus_inferred,160672.0,False
Claytonia palustris,0,genus_inferred,76389.0,False
Claytonia parviflora subsp. parviflora,0,genus_inferred,,False
Claytonia perfoliata,0,species_exact,52994.0,True
Claytonia perfoliata subsp. perfoliata,0,species_exact,,True
Claytonia rosea,0,genus_inferred,160673.0,False
Claytonia rubra subsp. rubra,0,genus_inferred,,False
Claytonia sarmentosa,0,genus_inferred,160674.0,False
Claytonia saxosa,0,genus_inferred,76390.0,False
Claytonia scammaniana,0,genus_inferred,160675.0,False
Claytonia virginica var virginica f lutea,0,genus_inferred,,False
Claytonia virginica var virginica f virginica,0,genus_inferred,,False
Clematis jackmanii,0,genus_inferred,,False
Clematis addisonii,0,genus_inferred,160678.0,False
Clematis viornioides,0,genus_inferred,,False
Clematis albicoma,0,genus_inferred,62773.0,False
Clematis apiifolia,0,genus_inferred,,False
Clematis armandii,0,genus_inferred,,False
Clematis baldwinii,0,genus_inferred,160680.0,False
Clematis bigelovii,0,genus_inferred,160681.0,False
Clematis brachiata,0,genus_inferred,,False
Clematis catesbyana,0,genus_inferred,160684.0,False
Clematis cirrhosa,0,species_exact,,False
Clematis columbiana,0,genus_inferred,126748.0,False
Clematis columbiana var. columbiana,0,genus_inferred,,False
Clematis crispa,0,genus_inferred,143469.0,False
Clematis dioica,0,genus_inferred,,False
Clematis drummondii,0,genus_inferred,127637.0,False
Clematis flammula,0,species_exact,,False
Clematis florida,0,genus_inferred,160685.0,False
Clematis fremontii,0,genus_inferred,160686.0,False
Clematis fusca,0,genus_inferred,,False
Clematis glaucophylla,0,genus_inferred,160687.0,False
Clematis henryi,0,genus_inferred,,False
Clematis heracleifolia,0,genus_inferred,,False
Clematis hirsuta,0,genus_inferred,,False
Clematis hirsutissima,0,genus_inferred,160688.0,False
Clematis hirsutissima var. hirsutissima,0,genus_inferred,,False
Clematis integrifolia,0,genus_inferred,160689.0,False
Clematis koreana,0,genus_inferred,,False
Clematis lasiantha,0,genus_inferred,49876.0,False
Clematis ligusticifolia,0,species_exact,58996.0,False
Clematis ligusticifolia var. californica,0,species_exact,,False
Clematis macropetala,0,genus_inferred,,False
Clematis montana,0,genus_inferred,,False
Clematis occidentalis,0,genus_inferred,117512.0,False
Clematis occidentalis var. occidentalis,0,genus_inferred,,False
Clematis ochroleuca,0,genus_inferred,62775.0,False
Clematis pauciflora,0,genus_inferred,76393.0,False
Clematis pitcheri,0,genus_inferred,148019.0,False
Clematis pitcheri var. pitcheri,0,genus_inferred,,False
Clematis recta,0,species_exact,133392.0,False
Clematis reticulata,0,genus_inferred,160693.0,False
Clematis smilacifolia,0,genus_inferred,,False
Clematis socialis,0,genus_inferred,160694.0,False
Clematis songarica,0,genus_inferred,,False
Clematis tangutica,0,genus_inferred,160695.0,False
Clematis terniflora,1,genus_inferred,62776.0,False
Clematis terniflora var. mandshurica,0,genus_inferred,,False
Clematis terniflora var. terniflora,0,genus_inferred,,False
Clematis paniculata,0,genus_inferred,194530.0,False
Clematis texensis,0,genus_inferred,148386.0,False
Clematis versicolor,0,genus_inferred,160696.0,False
Clematis vinacea,0,genus_inferred,,False
Clematis viorna,0,genus_inferred,62777.0,False
Clematis virginiana,0,species_exact,62778.0,False
Clematis vitalba,0,species_exact,160697.0,False
Clematis viticaulis,0,genus_inferred,62779.0,False
Clematis viticella,0,genus_inferred,160698.0,False
Clethra alnifolia,0,species_exact,52867.0,False
Clinopodium vulgare,0,species_exact,84281.0,False
Centaurea benedicta,0,species_exact,76208.0,False
Cirsium pugnax,0,genus_inferred,,False
Coccoloba uvifera,0,species_exact,127284.0,False
Polygonum uvifera,0,genus_inferred,,False
Cochlearia danica,0,species_exact,127030.0,False
Cochlearia groenlandica,0,genus_inferred,76403.0,False
Cochlearia officinalis,0,species_exact,55838.0,False
Cochlearia sessilifolia,0,genus_inferred,160770.0,False
Cochlearia tridactylites,0,genus_inferred,160771.0,False
Cocos nucifera,0,species_exact,48865.0,False
Coffea arabica,0,species_exact,64342.0,False
Coffea canephora,1,global_baseline,64345.0,False
Coincya monensis,0,species_exact,76404.0,False
Coix lacryma jobi,0,species_exact,,False
Colchicum autumnale,0,species_exact,131586.0,False
Colchicum speciosum,0,genus_inferred,,False
Coleanthus subtilis,0,species_exact,160780.0,False
Coleogyne ramosissima,0,species_exact,68559.0,False
Collinsia parviflora,0,species_exact,59013.0,True
Collomia grandiflora,0,species_exact,61871.0,False
Colutea arborescens,0,species_exact,76422.0,True
Commelina diffusa var. gigas,0,species_exact,,True
Conium maculatum,1,species_exact,52998.0,False
Conocarpus erectus,1,global_baseline,62850.0,False
Conoclinium coelestinum,0,species_exact,119095.0,False
Conringia orientalis,0,species_exact,76429.0,False
Convallaria majalis,0,species_exact,48206.0,False
Convolvulus althaeoides,0,species_exact,,False
Convolvulus equitans,0,genus_inferred,130184.0,False
Convolvulus simulans,0,genus_inferred,76433.0,False
Convolvulus erubescens,0,genus_inferred,210190.0,False
Convolvulus pilosellifolius,0,genus_inferred,160840.0,False
Convolvulus scammonia,0,genus_inferred,,False
Convolvulus tricolor,0,species_exact,76434.0,False
Erigeron bonariensis,0,species_exact,76904.0,False
Erigeron canadensis,1,species_exact,76907.0,True
Erigeron floribundus,0,species_exact,,False
Coprosma ochracea,0,species_exact,160856.0,False
Corallorhiza trifida,0,species_exact,50709.0,False
Cordylanthus eremicus,0,species_exact,76437.0,True
Coreopsis tinctoria var. tinctoria,0,species_exact,,True
Coreopsis tinctoria var. imminuta,0,species_exact,,True
Coriandrum sativum,0,species_exact,67759.0,False
Cornus xacadiensis,0,genus_inferred,,False
Cornus xarnoldiana,0,genus_inferred,,False
Cornus xfriedlanderi,0,genus_inferred,,False
Cornus xslavinii,0,genus_inferred,,False
Cornus amomum,0,species_exact,58749.0,False
Cornus amomum subsp. amomum,0,species_exact,,False
